customer_id,ride_frequency,last_ride_date,payment_method,ride_type,customer_rating,churned
1b9325dd-2e7b-4995-9e1a-8bfa0f45b88f,36,2025-01-01,Mobile Wallet,Package Delivery,4.28,True
5699da38-8e74-40d9-ad6e-f5bddb824640,9,2025-01-01,Debit Card,Taxi,4.04,False
09b2f9a2-f80a-4144-a21a-8e9e309677a8,22,2025-01-01,Credit Card,Scooter,1.2,True
21fb269c-826a-4bbc-a0cc-92ff53e5fc52,28,2025-01-02,Mobile Wallet,Taxi,4.37,True
1bf74648-c9b9-4bdd-9ec2-97c79cce95c1,26,2025-01-02,Mobile Wallet,Taxi,2.75,False
b59fd0c6-1d79-4c81-83d2-8e73cf4b6e83,10,2025-01-01,Debit Card,Taxi,2.37,True
96612c1b-2bc6-438d-80d6-d50e9d891679,47,2025-01-02,Credit Card,Taxi,3.19,True
5f711539-cb8e-4b8a-8562-a3b6a3e7b15e,3,2025-01-01,PayPal,Scooter,1.37,True
ef05c61b-fe23-45e4-95d2-ef2762f5e1ae,2,2025-01-02,Debit Card,Scooter,4.03,False
2a9c41d6-5524-454e-a4d1-f75892e7a3cd,37,2025-01-01,Credit Card,Package Delivery,3.33,True
502960fe-5659-4b0d-b807-f75302429fcb,31,2025-01-01,Mobile Wallet,Food Delivery,1.75,False
965388aa-4a99-49b4-810b-ec15c42d3d3c,33,2025-01-01,Credit Card,Scooter,1.75,True
58d32a90-1615-4350-b85e-97ff4b58a460,32,2025-01-01,Credit Card,Scooter,1.74,False
899a76b1-1a67-4205-888f-6397fd508619,43,2025-01-02,Credit Card,Food Delivery,1.23,False
56f2272a-5843-4838-a477-e851a4d97741,12,2025-01-02,PayPal,Scooter,3.35,True
94a4bb5a-ec09-4059-9a2b-f78affd9853c,3,2025-01-02,Credit Card,Taxi,4.36,True
3d93285b-69a9-4715-abab-4a5ead67ca6d,48,2025-01-02,PayPal,Taxi,1.07,True
67ef7682-370f-4062-a3f8-e605c92c79e8,26,2025-01-02,Mobile Wallet,Food Delivery,1.2,True
6310a715-7c96-49a8-9dde-84dde724ff6b,14,2025-01-02,PayPal,Package Delivery,3.29,True
05b8ff0a-6daa-42f7-bb09-8b7db6951556,12,2025-01-01,Mobile Wallet,Package Delivery,4.28,True
fb74f0b6-bc66-4eba-babd-a5f68c4e2181,26,2025-01-02,Mobile Wallet,Food Delivery,2.31,False
720d2ba7-81df-4f8c-915d-d3a6e801d125,16,2025-01-01,PayPal,Food Delivery,2.4,False
db41adfd-167d-45b7-896a-8fc8da860d8f,8,2025-01-01,Debit Card,Taxi,3.39,True
64224406-3996-421e-87f5-89bb9d87025c,49,2025-01-02,Cash,Package Delivery,2.1,False
af70ccd7-80ef-4466-9058-218d7cbefc8a,49,2025-01-02,Credit Card,Scooter,1.11,True
12acddbc-afd4-43bb-bf5d-49293bdb0482,28,2025-01-01,Cash,Taxi,3.94,True
fa87115f-c4d3-458c-b2d4-edd5474cf5a3,7,2025-01-01,Credit Card,Food Delivery,3.5,False
f2f884c0-66ee-4045-8603-0b92c80107b1,15,2025-01-02,Credit Card,Package Delivery,3.32,True
711e0e54-93ed-45ec-a80d-b73bb627177e,41,2025-01-02,Mobile Wallet,Scooter,3.97,False
c14bcaf2-0db5-4c8b-9267-49284d67ac01,36,2025-01-01,Credit Card,Scooter,3.7,True
7420f560-4c64-4992-aced-15cc813d4ff0,8,2025-01-01,Credit Card,Taxi,1.82,False
572b71fe-3fab-454e-b04e-4fd379abd84f,10,2025-01-01,PayPal,Package Delivery,2.41,True
d3c535d5-48c7-419a-abc1-7acc58adf14f,15,2025-01-02,Cash,Package Delivery,1.5,False
f7b04229-cef6-411e-a187-8b556650fa84,18,2025-01-02,PayPal,Food Delivery,1.52,False
44c03003-74d6-42a0-b1db-4dc51b2621dc,46,2025-01-02,Credit Card,Package Delivery,3.7,True
40305379-1545-4cd7-a482-344788f91199,37,2025-01-01,Mobile Wallet,Package Delivery,4.43,True
83657618-2c53-42da-9bb8-192fb124177e,41,2025-01-02,PayPal,Taxi,4.85,False
91efb8c4-0bbe-4160-a33a-bf5ea44bc3e1,45,2025-01-02,PayPal,Package Delivery,3.51,True
17ce23ef-2fa6-486c-9e0f-345fa131bde0,43,2025-01-02,Debit Card,Scooter,1.74,True
a6a67dba-7da1-4df6-85d3-b4258cf542d8,44,2025-01-01,Credit Card,Taxi,1.42,True
8576fecf-9bed-47f7-97bd-1ef51fb2a04d,35,2025-01-01,Mobile Wallet,Taxi,4.25,True
31269372-6bbd-47a0-9017-5bf28fbba196,2,2025-01-02,PayPal,Food Delivery,3.32,True
ecfbd5ec-40fa-402d-be15-d32087e8bb59,22,2025-01-02,PayPal,Package Delivery,3.47,True
3aa73077-37f6-42b1-b9d1-33eda6ba8f14,15,2025-01-02,Mobile Wallet,Food Delivery,4.13,False
bdfd0a41-0fed-4656-93d8-f745ba2cf59a,37,2025-01-02,Credit Card,Scooter,3.81,False
a4704b77-1108-4936-95b6-96491f2890c9,39,2025-01-02,Debit Card,Taxi,4.34,True
53b39c8b-be5b-4507-a284-b7824939ba9c,36,2025-01-01,PayPal,Taxi,1.22,False
e431b710-cd25-4b88-a6e3-7184c297677c,5,2025-01-01,Debit Card,Taxi,3.99,True
7d98533f-5a5d-4da9-ba64-6167462326b1,48,2025-01-01,Cash,Scooter,4.4,False
90a1f5a0-6418-45c1-980a-7059ee375445,15,2025-01-02,Credit Card,Scooter,2.14,True
aa98e4d5-a56a-403d-8239-58b166115792,27,2025-01-01,Cash,Food Delivery,3.56,True
874e9fe3-2610-4af9-84c4-b32796282dcf,16,2025-01-01,Cash,Food Delivery,2.26,True
77d65403-7e53-4154-9135-8effc1f06de2,36,2025-01-02,Cash,Food Delivery,4.83,False
c86da4e4-df67-43fd-a73a-0b35d1ab5c03,38,2025-01-01,Credit Card,Package Delivery,1.13,True
f9599814-af77-41b6-89a3-19d15d1976fa,18,2025-01-02,Credit Card,Taxi,3.32,True
4075ba1d-35e6-4968-a4fd-f999badac456,35,2025-01-02,Mobile Wallet,Taxi,1.67,False
3ad2d026-9ac3-471d-bba0-644a3edc08f2,25,2025-01-02,Debit Card,Food Delivery,3.85,False
4d77d6ff-5be4-47e1-8efe-878248947f4a,22,2025-01-02,Debit Card,Taxi,1.7,True
e652ed42-fc7a-4a30-8893-49c5e373efd4,31,2025-01-01,Mobile Wallet,Food Delivery,1.94,False
65dc3573-67b6-4630-9325-d0b9bfab0ed7,37,2025-01-02,Mobile Wallet,Package Delivery,2.98,False
eaf30f64-72b3-4ec6-b931-de1b4f62bbe2,34,2025-01-02,Cash,Package Delivery,4.66,True
51d13ee3-3920-460d-bcb7-8863ddd3c5c4,23,2025-01-01,Mobile Wallet,Scooter,1.85,True
75e728a3-2aea-49e7-835f-046a00d59069,16,2025-01-01,PayPal,Package Delivery,1.58,True
22fd6803-55ac-48e9-8199-c5e752cdc768,6,2025-01-02,Debit Card,Food Delivery,4.04,True
460c6f91-cb9e-4f12-a9d6-9f1a82ac6a83,15,2025-01-02,Mobile Wallet,Package Delivery,3.0,False
09f7c43f-8a90-42b3-88db-c716a97b29f8,18,2025-01-02,PayPal,Scooter,4.65,True
a8e9443b-db15-4928-89ec-ed2a406f5ec2,38,2025-01-02,PayPal,Taxi,1.59,True
c1597084-9d23-4648-b99a-44c547b995e0,13,2025-01-01,PayPal,Food Delivery,3.58,True
86c28136-c745-4c38-b456-8da58121fc38,24,2025-01-02,PayPal,Taxi,1.93,False
81fbdaf1-9a3b-4302-a8d9-a7733f93875f,13,2025-01-01,Cash,Scooter,1.63,True
6fdb25b6-4f67-4446-9798-071f6efbcb02,1,2025-01-01,PayPal,Scooter,3.73,True
2dd0736e-f190-4857-8421-bec5c8b40109,48,2025-01-02,Cash,Scooter,3.37,True
5b4f2caa-16a6-4df7-bc8a-61c3b4106230,36,2025-01-02,Cash,Taxi,4.02,False
51421cb8-0dcf-40a4-9dc1-59d65489d4a0,49,2025-01-02,PayPal,Taxi,2.24,True
ccebf797-5375-4f11-83a0-9c6ecd2cb38e,18,2025-01-02,Debit Card,Taxi,2.79,True
21c1f479-0228-47e2-a104-e8fbc08983a1,48,2025-01-02,PayPal,Taxi,2.62,True
e342f0a2-6e34-43e9-b9eb-be99d19791a2,33,2025-01-02,PayPal,Scooter,4.94,True
7ebd8031-59f7-473b-9ef4-faa0f0cdcea5,38,2025-01-02,PayPal,Scooter,2.17,False
b686f111-b322-4ceb-8e34-602193fecedb,43,2025-01-01,Debit Card,Food Delivery,2.18,False
a5e938a1-3dee-466f-afeb-8c8c56c28003,6,2025-01-01,Credit Card,Food Delivery,2.42,True
237fc0d1-e134-4bf4-8708-cd7cdc132812,17,2025-01-01,Credit Card,Taxi,3.26,False
1f883545-849f-4a4a-8c5f-0be6c60448c4,4,2025-01-01,Cash,Package Delivery,2.01,False
42e3e217-a137-4a76-a53e-4dcc3c1110ca,14,2025-01-02,Cash,Package Delivery,4.66,True
d8dba0bb-6ef8-4eca-938a-debcaf474e85,30,2025-01-01,Debit Card,Scooter,2.06,True
d09cbc77-235c-4c95-97df-db57d0940116,46,2025-01-01,Mobile Wallet,Scooter,4.58,False
ca2ec1bc-505b-4302-9afb-52aaacee87a9,20,2025-01-02,Credit Card,Scooter,1.41,True
8492e582-c681-44fa-9771-8317b89cb756,8,2025-01-02,Cash,Food Delivery,3.63,True
d31cdd75-bcd2-4db4-8315-f45c0e3c23e9,2,2025-01-02,Credit Card,Food Delivery,4.63,True
6550e5df-d516-454d-82d2-11085dfe2511,37,2025-01-01,Debit Card,Scooter,1.67,True
a6d7b0c2-7246-480f-af54-5045c6b2baa4,4,2025-01-01,Debit Card,Scooter,4.87,False
fe67cea8-b23f-4eff-ab78-8214cccb2ad6,10,2025-01-01,Mobile Wallet,Scooter,2.81,True
dfd2727e-8a8a-457c-85a5-a8b016c21307,20,2025-01-02,Mobile Wallet,Package Delivery,4.78,False
1316366a-b1bd-4291-8e20-f40f5555f310,35,2025-01-02,Debit Card,Food Delivery,3.71,True
2f716c00-d06a-4cd2-a7e0-787583816695,48,2025-01-02,Cash,Package Delivery,2.21,True
700ead58-c27f-4551-8427-5c52f6d76d1a,10,2025-01-01,Credit Card,Package Delivery,1.75,False
912c4744-d39a-4768-ba08-f358316ecf8c,28,2025-01-01,PayPal,Scooter,2.21,False
71b67e33-111c-48b1-8a46-fce893fc7afb,15,2025-01-02,Mobile Wallet,Scooter,1.37,False
fd701bf8-bc56-486b-9556-1f623152ace5,36,2025-01-01,PayPal,Taxi,1.58,False
0c4df77d-01ce-42b0-b8d6-43363d33e6d5,1,2025-01-02,Cash,Taxi,1.42,True
aba64395-9184-456f-b9a4-d03c4ffc54e7,22,2025-01-01,Mobile Wallet,Package Delivery,2.69,True
e80bc23e-61f6-4613-bc1e-b6ac09455652,27,2025-01-02,PayPal,Food Delivery,4.18,False
fcf46208-5602-43a8-b8c1-2c105ba8b04c,29,2025-01-02,Cash,Scooter,1.57,True
f09f8fa3-ae64-49cd-a2f8-416daebb5244,15,2025-01-02,Credit Card,Scooter,1.52,True
2d49ce99-1493-4a66-a5c3-5f50b9a03116,10,2025-01-02,Cash,Package Delivery,3.57,True
f0b1793d-ee54-4ec7-87c0-836abdfc30a7,20,2025-01-02,Mobile Wallet,Taxi,1.79,False
